url_length,num_dots,num_hyphens,num_underscores,num_slashes,num_at_sign,num_question_marks,num_equals,num_percent,num_ampersands,num_digits_in_url,has_ip_address,has_https,url_entropy,num_subdomains,domain_length,has_suspicious_tld,path_length,query_length,has_suspicious_words,suspicious_word_count,num_hex_encoding,has_double_slash_in_path,has_at_in_netloc,domain_has_digits,has_login_form,has_password_field,has_iframe,has_meta_redirect,num_external_links,form_action_external,num_scripts,has_hidden_elements,domain_age_days,has_ssl,ssl_valid,domain_resolves,label
151,1,3,2,5,0,1,4,0,3,37,0,0,5.1783,0,15,1,75,47,1,1,0,1,0,0,0,1,1,0,3,0,1,0,21,0,0,1,1
20,1,0,0,3,0,0,0,0,0,0,0,1,3.5087,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,14,0,15,0,4835,1,1,1,0
34,2,0,0,5,0,0,0,0,0,0,0,1,4.0323,1,4,0,14,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,4669,1,1,1,0
39,4,0,0,4,0,0,0,0,0,13,1,0,4.221,1,10,0,12,0,1,2,0,1,0,1,1,1,0,1,3,0,5,0,40,0,0,0,1
97,2,2,2,5,0,0,0,0,0,21,0,1,5.0818,1,19,0,59,0,1,2,0,0,0,1,1,1,0,0,3,0,7,1,2,1,1,1,1
87,4,0,1,5,0,0,0,18,0,12,0,0,4.8468,3,8,1,46,0,1,3,6,0,1,1,1,1,0,0,5,0,2,1,73,0,0,1,1
23,1,0,0,3,0,0,0,0,0,0,0,1,3.882,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,4265,1,1,1,0
37,2,0,0,4,0,0,0,0,0,0,0,1,3.8305,1,7,0,13,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,2033,1,1,1,0
130,2,2,0,5,1,0,0,0,0,29,0,0,5.1674,1,15,1,94,0,1,2,0,0,0,1,1,1,0,1,1,0,1,1,49,0,0,1,1
38,1,0,0,5,0,0,0,0,0,0,0,1,3.9156,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,1097,1,1,1,0
22,1,0,0,3,0,0,0,0,0,0,0,1,3.8454,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3917,1,1,1,0
41,2,0,0,4,0,1,1,0,0,2,0,1,4.2939,1,6,0,13,6,0,0,0,0,0,0,1,0,0,0,15,0,5,0,3756,1,1,1,0
28,1,0,0,4,0,0,0,0,0,0,0,1,3.6281,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,3438,1,1,1,0
148,2,3,0,5,0,1,5,0,4,42,0,1,5.1638,1,11,0,64,53,1,2,0,0,0,1,1,1,0,1,3,1,3,0,80,1,1,0,1
128,5,3,0,5,1,1,2,0,1,25,0,1,5.1239,4,17,0,50,21,1,4,0,0,0,0,1,1,0,1,1,0,2,1,78,1,0,1,1
155,5,1,1,5,0,1,4,15,3,45,0,0,5.0891,4,9,0,66,43,1,4,5,0,1,1,1,1,0,0,2,1,5,0,89,0,0,1,1
26,2,0,0,3,0,0,0,0,0,0,0,1,3.9501,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,4044,1,1,1,0
35,1,0,0,5,0,0,0,0,0,0,0,1,3.7399,0,7,0,16,0,0,0,0,0,0,0,1,0,0,0,7,0,7,0,2657,1,1,1,0
33,1,0,0,3,0,1,1,0,0,4,0,1,4.2108,0,9,0,4,8,0,0,0,0,0,0,0,0,0,0,19,0,12,0,3216,1,1,1,0
20,1,0,0,3,0,0,0,0,0,0,0,1,3.5842,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,3,0,1999,1,1,1,0
30,1,0,0,3,0,1,1,0,0,4,0,1,4.2566,0,9,0,1,8,0,0,0,0,0,0,0,0,0,0,15,0,5,0,1153,1,1,1,0
29,1,0,0,4,0,0,0,0,0,0,0,1,3.8404,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3347,1,1,1,0
32,1,0,0,4,0,0,0,0,0,0,0,1,3.8903,0,6,0,14,0,0,0,0,0,0,0,1,0,0,0,13,0,12,0,2788,1,1,1,0
26,1,0,0,3,0,0,0,0,0,0,0,1,3.998,0,13,0,1,0,0,0,0,0,0,0,1,0,0,0,19,0,11,0,425,1,1,1,0
85,5,1,0,4,1,1,1,0,0,13,0,1,4.8014,4,22,1,14,10,1,5,0,0,0,1,1,1,1,1,1,0,3,1,79,1,0,1,1
26,1,0,0,3,0,0,0,0,0,0,0,1,3.7672,0,6,0,8,0,0,0,0,0,0,0,1,0,0,0,12,0,15,0,856,1,1,1,0
183,4,1,0,5,0,1,5,0,4,46,0,0,5.1722,3,9,1,85,57,1,4,0,0,0,1,1,1,0,1,4,1,2,1,62,0,0,1,1
20,1,0,0,3,0,0,0,0,0,0,0,1,3.8464,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,1308,1,1,1,0
43,2,0,0,5,0,0,0,0,0,0,0,1,4.2313,1,8,0,19,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,3211,1,1,1,0
20,1,0,0,3,0,0,0,0,0,0,0,1,3.4037,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,1432,1,1,1,0
48,1,0,0,5,0,1,1,0,0,4,0,1,4.1995,0,7,0,21,8,0,0,0,0,0,0,1,0,0,0,3,0,12,0,1568,1,1,1,0
135,4,2,3,5,0,0,0,0,0,30,0,1,5.1521,3,15,0,86,0,1,4,0,0,0,1,1,1,1,1,3,1,1,0,2,1,1,0,1
85,2,2,0,4,0,1,3,0,2,22,0,0,5.0241,1,17,0,20,31,1,2,0,1,0,1,0,0,1,1,0,0,8,0,49,0,0,1,1
109,5,0,0,4,0,1,4,12,3,26,0,1,4.8871,4,11,0,13,45,1,4,4,0,0,1,1,1,0,0,5,0,2,0,19,1,0,1,1
22,1,0,0,3,0,0,0,0,0,0,0,1,3.7888,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,2856,1,1,1,0
30,1,0,0,3,0,0,0,0,0,0,0,1,4.0062,0,9,0,9,0,0,0,0,0,0,0,1,1,0,0,19,0,8,0,1306,1,1,1,0
29,1,0,0,4,0,0,0,0,0,0,0,1,3.9783,0,7,0,10,0,0,0,0,0,0,0,0,1,0,0,7,0,11,0,3654,1,1,1,0
25,2,0,0,3,0,0,0,0,0,0,0,1,4.0235,1,7,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,8,0,4951,1,1,1,0
31,2,0,0,3,0,0,0,0,0,0,0,1,3.9779,1,9,0,6,0,0,0,0,0,0,0,0,1,0,0,3,0,11,0,3800,1,1,1,0
73,3,1,1,5,0,0,0,12,0,23,1,0,4.955,0,10,1,52,0,1,1,4,0,0,1,1,1,1,0,0,1,7,0,28,0,0,1,1
30,1,0,0,3,0,1,1,0,0,4,0,1,4.2817,0,9,0,1,8,0,0,0,0,0,0,0,0,0,0,4,0,10,0,862,1,1,1,0
20,1,0,0,3,0,0,0,0,0,0,0,1,3.4464,0,3,0,5,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,2508,1,1,1,0
121,2,0,1,5,0,1,5,18,4,37,0,0,5.0869,1,10,1,35,60,1,2,6,0,0,1,1,1,1,0,2,1,5,0,38,0,0,1,1
131,4,0,2,5,0,0,0,12,0,27,0,0,4.9585,3,8,0,88,0,1,2,4,0,0,1,1,0,0,1,0,1,3,0,59,0,0,1,1
163,5,2,3,5,0,1,3,0,2,33,0,0,5.2445,4,15,0,80,29,1,5,0,0,1,1,0,1,1,0,0,1,2,0,89,0,0,1,1
97,3,1,1,5,0,1,1,12,0,19,0,0,5.0326,2,11,0,47,12,1,2,4,0,0,1,1,1,0,0,0,0,3,0,1,0,0,1,1
97,7,1,0,5,0,0,0,0,0,20,1,0,4.9373,4,10,0,51,0,1,4,0,1,0,1,1,1,0,0,5,1,8,0,85,0,0,1,1
38,1,0,0,4,0,1,1,0,0,4,0,1,4.3436,0,5,0,13,8,0,0,0,0,0,0,0,0,0,0,12,0,7,0,2504,1,1,1,0
43,1,0,0,4,0,1,1,0,0,4,0,1,4.5188,0,13,0,10,8,0,0,0,0,0,0,0,0,0,0,20,0,14,0,3237,1,1,1,0
25,1,0,0,3,0,1,1,0,0,4,0,1,4.1337,0,4,0,1,8,0,0,0,0,0,0,0,0,0,0,20,0,11,0,1578,1,1,1,0
30,2,0,0,4,0,0,0,0,0,0,0,1,4.1736,1,4,0,9,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,1965,1,1,1,0
38,2,0,0,3,0,0,0,0,0,0,0,1,4.0933,1,13,0,9,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,398,1,1,1,0
67,2,0,0,4,0,1,2,3,1,16,0,1,4.6312,1,10,1,13,24,1,2,1,0,1,1,1,0,1,0,5,0,1,0,24,1,1,1,1
40,1,0,0,5,0,1,1,0,0,4,0,1,4.4439,0,5,0,15,8,0,0,0,0,0,0,0,0,0,0,6,0,9,0,3752,1,1,1,0
97,6,1,1,5,0,1,1,9,0,32,1,1,4.9749,3,10,0,42,10,1,3,3,0,0,1,1,1,0,0,3,1,5,1,49,1,1,1,1
31,2,0,0,3,0,1,1,0,0,4,0,1,4.236,1,5,0,1,8,0,0,0,0,0,0,0,0,0,0,15,0,12,0,4554,1,1,1,0
45,3,0,0,4,1,0,0,0,0,5,0,1,4.3858,2,7,1,12,0,1,3,0,0,0,1,1,1,0,0,1,1,4,0,41,1,1,1,1
30,2,0,0,3,0,0,0,0,0,0,0,1,3.9647,1,8,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,2837,1,1,1,0
143,5,4,0,5,0,1,2,0,1,33,0,0,5.1542,4,19,1,62,22,1,3,0,0,0,1,1,1,1,1,4,0,7,0,61,0,0,0,1
90,4,2,0,4,1,1,2,9,1,16,0,1,4.8103,3,14,0,20,22,1,3,3,1,0,1,1,1,0,1,2,1,3,1,23,1,0,1,1
27,1,0,0,4,0,0,0,0,0,0,0,1,3.9121,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,19,0,9,0,3597,1,1,1,0
86,4,0,0,5,0,0,0,0,0,15,0,1,4.8362,3,10,1,41,0,1,2,0,0,0,1,1,1,0,1,2,0,6,0,19,1,0,1,1
128,4,3,2,5,1,0,0,0,0,16,0,1,5.0329,3,19,1,74,0,1,3,0,1,0,1,1,0,0,0,4,0,7,1,76,1,1,1,1
33,2,0,0,4,0,0,0,0,0,0,0,1,4.1353,1,4,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,2063,1,1,1,0
139,2,2,0,5,0,1,1,0,0,35,0,1,5.1185,1,20,0,87,12,1,2,0,0,0,1,0,1,0,0,5,0,6,0,45,1,1,1,1
32,1,0,0,5,0,0,0,0,0,0,0,1,4.0039,0,5,0,15,0,0,0,0,0,0,0,1,1,0,0,14,0,11,0,4505,1,1,1,0
27,1,0,0,3,0,1,1,0,0,3,0,1,4.1343,0,3,0,5,7,0,0,0,0,0,0,0,0,0,0,20,0,10,0,4529,1,1,1,0
82,3,0,0,4,0,1,5,0,4,41,1,0,4.6153,0,10,0,11,49,1,1,0,0,0,1,1,1,0,1,2,0,7,0,46,0,0,1,1
33,1,0,0,5,0,0,0,0,0,0,0,1,3.8937,0,4,0,17,0,0,0,0,0,0,0,1,0,0,0,5,0,9,0,2885,1,1,1,0
31,1,0,0,4,0,0,0,0,0,0,0,1,3.6508,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,3865,1,1,1,0
34,1,0,0,5,0,0,0,0,0,0,0,1,4.1578,0,7,0,15,0,0,0,0,0,0,0,1,1,0,0,10,0,5,0,3477,1,1,1,0
93,1,2,1,5,0,0,0,0,0,26,0,1,4.9334,0,8,1,73,0,1,1,0,0,0,1,1,1,1,0,0,1,7,1,86,1,0,0,1
64,1,0,1,5,0,0,0,0,0,13,0,1,4.8298,0,11,0,41,0,1,1,0,0,0,1,1,0,0,0,4,0,5,0,58,1,0,1,1
154,1,3,2,5,0,1,3,15,2,37,0,1,5.2377,0,18,0,90,34,1,1,5,0,0,1,1,0,0,0,2,1,1,0,85,1,1,1,1
42,2,0,0,5,0,0,0,0,0,0,0,1,3.8356,1,6,0,19,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,4639,1,1,1,0
113,4,2,2,5,1,0,0,0,0,32,1,0,5.1289,1,10,0,86,0,1,2,0,0,1,1,1,1,0,1,1,0,6,0,55,0,0,1,1
26,1,0,0,3,0,0,0,0,0,0,0,1,3.7672,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,1834,1,1,1,0
165,5,3,2,5,0,1,3,12,2,32,0,1,5.2607,4,13,0,78,31,1,3,4,0,0,1,1,0,0,1,0,1,8,1,1,1,0,1,1
78,3,0,2,5,0,0,0,6,0,28,1,1,4.7593,0,10,0,56,0,1,1,2,0,0,1,0,0,0,0,4,1,3,1,18,1,0,1,1
50,1,1,0,4,0,1,1,0,0,10,0,1,4.6937,0,16,1,12,10,1,1,0,0,0,1,1,1,0,1,5,1,5,1,49,1,1,1,1
22,1,0,0,3,0,0,0,0,0,0,0,1,3.6635,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,13,0,5,0,1303,1,1,1,0
38,1,0,0,5,0,0,0,0,0,0,0,1,3.9553,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,1434,1,1,1,0
31,1,0,0,5,0,0,0,0,0,0,0,1,3.8858,0,3,0,16,0,0,0,0,0,0,0,0,1,0,0,4,0,8,0,2340,1,1,1,0
34,1,0,0,5,0,0,0,0,0,0,0,1,3.7719,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,691,1,1,1,0
55,1,0,0,5,0,1,1,0,0,4,0,1,4.1948,0,8,0,27,8,0,0,0,0,0,0,0,1,0,0,19,0,14,0,4678,1,1,1,0
42,2,1,0,4,0,0,0,18,0,5,0,0,4.2728,1,12,0,11,0,1,2,6,0,0,1,1,0,0,1,3,0,7,1,37,0,0,1,1
54,1,1,0,4,0,1,1,0,0,11,0,1,4.773,0,15,1,14,10,1,1,0,0,0,1,1,0,1,0,3,0,2,1,81,1,1,1,1
102,3,0,0,4,0,1,4,0,3,26,0,1,4.7751,2,8,1,18,52,1,3,0,0,0,1,1,1,0,0,2,1,8,0,63,1,1,1,1
64,5,1,0,4,0,0,0,0,0,4,0,0,4.4335,4,10,0,16,0,1,4,0,1,0,0,1,0,1,1,1,1,7,1,83,0,0,1,1
126,4,1,2,5,0,0,0,12,0,31,0,0,5.0985,3,7,1,86,0,1,4,4,0,0,1,1,1,1,0,2,0,5,0,82,0,0,1,1
24,2,0,0,3,0,0,0,0,0,0,0,1,3.6887,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,2392,1,1,1,0
116,4,2,2,5,0,1,2,0,1,26,0,1,5.0618,3,9,0,48,25,1,4,0,0,0,1,0,0,0,1,2,1,5,0,85,1,1,0,1
117,3,0,0,5,0,1,3,0,2,44,1,0,4.9996,0,10,1,64,33,1,1,0,0,0,1,1,0,1,1,5,0,3,1,15,0,0,1,1
37,4,0,0,4,0,0,0,0,0,12,1,0,4.1957,1,10,0,11,0,1,2,0,0,0,1,1,0,1,0,2,1,8,0,90,0,0,1,1
97,3,4,3,5,0,0,0,0,0,13,0,0,4.9516,2,15,1,55,0,1,3,0,0,0,1,1,1,1,1,2,0,6,1,81,0,0,1,1
25,1,0,0,3,0,0,0,0,0,0,0,1,3.8333,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2091,1,1,1,0
24,1,0,0,3,0,0,0,0,0,0,0,1,3.8554,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,3092,1,1,1,0
150,4,3,1,5,0,1,2,0,1,35,0,1,5.1182,3,10,0,84,22,1,4,0,0,0,1,1,0,0,0,2,1,8,0,9,1,0,1,1
28,1,0,0,4,0,0,0,0,0,0,0,1,3.6645,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,2621,1,1,1,0
30,1,0,0,4,0,0,0,0,0,6,0,0,3.9232,0,8,0,11,0,1,1,0,0,1,1,1,1,0,0,3,1,7,1,3,0,0,1,1
75,3,1,0,4,0,1,2,0,1,14,0,1,4.8615,2,16,1,11,21,1,2,0,0,0,1,1,1,0,0,1,0,8,1,55,1,1,0,1
62,5,0,0,4,0,0,0,0,0,6,0,0,4.3295,4,8,0,16,0,1,3,0,0,0,1,1,1,1,0,2,0,7,0,51,0,0,1,1
62,4,0,0,4,0,1,2,0,1,25,1,1,4.6109,1,10,0,12,20,1,2,0,0,0,1,1,1,0,1,0,0,5,0,35,1,0,1,1
31,1,0,0,3,0,0,0,0,0,0,0,1,3.6278,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,1821,1,1,1,0
38,1,0,0,5,0,0,0,0,0,0,0,1,3.8405,0,6,0,20,0,0,0,0,0,0,0,0,1,0,0,12,0,6,0,1396,1,1,1,0
36,1,0,0,4,0,0,0,0,0,0,0,1,3.6552,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,16,0,9,0,3142,1,1,1,0
136,3,1,1,5,0,1,3,0,2,25,0,0,5.0807,2,8,1,63,40,1,3,0,0,0,1,1,1,0,0,2,0,5,0,9,0,0,1,1
27,1,0,0,3,0,1,1,0,0,4,0,1,4.1343,0,6,0,1,8,0,0,0,0,0,0,1,0,0,0,14,0,7,0,2243,1,1,1,0
50,1,0,0,5,0,1,1,0,0,4,0,1,4.302,0,10,0,20,8,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4974,1,1,1,0
34,1,0,0,4,0,0,0,3,0,6,0,1,4.2417,0,11,0,11,0,1,1,1,0,0,1,1,1,0,0,2,0,8,0,88,1,0,0,1
35,3,0,0,4,0,0,0,12,0,16,1,1,3.8402,0,10,0,12,0,1,1,4,0,0,1,0,1,1,0,1,0,5,0,41,1,1,1,1
46,1,0,0,5,0,1,1,0,0,4,0,1,4.5427,0,9,0,17,8,0,0,0,0,0,0,0,0,0,0,11,0,13,0,3840,1,1,1,0
27,1,0,0,3,0,0,0,0,0,0,0,1,3.708,0,10,0,5,0,0,0,0,0,0,0,0,1,0,0,20,0,5,0,2965,1,1,1,0
64,7,0,0,4,0,0,0,0,0,15,1,0,4.3409,4,10,1,12,0,1,3,0,0,0,1,1,0,1,0,3,1,1,0,37,0,0,1,1
24,1,0,0,3,0,1,1,0,0,4,0,1,4.0535,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,18,0,8,0,1416,1,1,1,0
37,1,0,0,5,0,0,0,0,0,0,0,1,3.5979,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,15,0,14,0,3014,1,1,1,0
40,1,0,0,5,0,0,0,0,0,0,0,1,3.9135,0,10,0,18,0,0,0,0,0,0,0,1,0,0,0,9,0,3,0,3161,1,1,1,0
26,1,0,0,3,0,0,0,0,0,0,0,1,4.1039,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,4633,1,1,1,0
26,1,0,0,3,0,0,0,0,0,0,0,1,3.5843,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,17,0,11,0,2932,1,1,1,0
69,7,0,0,4,0,1,1,0,0,19,1,0,4.6005,4,10,0,12,10,1,3,0,0,0,1,0,1,0,0,4,1,8,1,54,0,0,1,1
22,1,0,0,3,0,0,0,0,0,0,0,1,3.8454,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,12,0,3486,1,1,1,0
42,1,0,0,5,0,1,1,0,0,4,0,1,4.3836,0,5,0,17,8,0,0,0,0,0,0,1,0,0,0,15,0,12,0,4113,1,1,1,0
95,2,1,0,5,0,1,2,0,1,23,0,0,5.0511,1,18,1,35,24,1,2,0,0,0,1,1,0,0,1,2,0,7,1,51,0,0,1,1
83,3,0,0,4,0,1,3,0,2,21,0,1,4.937,2,10,0,11,35,1,3,0,0,0,1,1,0,1,1,4,0,7,1,11,1,1,0,1
59,1,1,0,4,0,1,2,0,1,15,0,0,4.8806,0,18,0,13,17,1,1,0,0,0,1,1,1,1,0,5,1,4,1,48,0,0,1,1
28,1,0,0,3,0,0,0,0,0,0,0,1,3.669,0,10,0,6,0,0,0,0,0,0,0,0,1,0,0,18,0,12,0,602,1,1,1,0
36,1,0,0,5,0,0,0,0,0,0,0,1,4.0386,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,19,0,11,0,2476,1,1,1,0
113,2,4,0,5,0,1,2,12,1,28,0,0,5.0712,1,17,0,58,20,1,2,4,0,0,1,1,1,1,0,0,0,6,1,57,0,0,1,1
18,1,0,0,3,0,0,0,0,0,0,0,1,3.5724,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,2260,1,1,1,0
93,4,0,0,4,0,1,3,0,2,21,0,1,4.7725,3,11,1,13,35,1,4,0,0,0,1,1,1,0,0,4,1,1,1,63,1,0,1,1
51,2,0,0,4,0,1,1,0,0,11,0,0,4.5472,1,8,0,16,9,1,2,0,0,0,1,1,1,1,0,4,0,8,0,60,0,0,1,1
32,1,0,0,4,0,0,0,0,0,0,0,1,3.6761,0,3,0,17,0,0,0,0,0,0,0,1,0,0,0,6,0,3,0,2501,1,1,1,0
28,1,0,0,3,0,1,1,0,0,4,0,1,4.2534,0,7,0,1,8,0,0,0,0,0,0,1,0,0,0,11,0,14,0,2556,1,1,1,0
29,1,0,0,4,0,0,0,0,0,0,0,1,3.8664,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,3440,1,1,1,0
32,1,0,0,4,0,0,0,0,0,0,0,1,3.7373,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,4380,1,1,1,0
92,1,2,0,5,0,0,0,0,0,23,0,1,5.0587,0,13,1,68,0,1,1,0,0,0,0,1,1,0,0,4,0,7,0,67,1,0,1,1
92,4,1,0,5,0,0,0,3,0,22,0,0,4.8489,3,17,1,44,0,1,2,1,1,0,1,0,1,1,1,5,0,6,1,77,0,0,1,1
77,5,0,0,4,0,1,3,0,2,29,1,0,4.7379,2,10,0,13,32,1,2,0,0,0,1,1,1,0,0,1,0,5,0,15,0,0,1,1
65,4,1,0,4,0,0,0,0,0,5,0,0,4.6896,3,20,0,13,0,1,4,0,0,0,1,1,1,0,0,5,1,6,1,31,0,0,1,1
49,1,0,0,5,0,1,1,0,0,4,0,1,4.4407,0,7,0,22,8,0,0,0,0,0,0,0,1,0,0,10,0,3,0,4122,1,1,1,0
33,3,0,0,4,0,0,0,9,0,13,1,0,4.1502,0,10,1,14,0,1,1,3,0,0,1,1,1,1,1,3,0,5,1,27,0,0,1,1
39,1,0,0,5,0,0,0,0,0,0,0,1,4.1066,0,8,0,19,0,0,0,0,0,0,0,1,0,0,0,16,0,4,0,1273,1,1,1,0
35,2,0,0,4,0,0,0,0,0,0,0,1,3.769,1,6,0,12,0,0,0,0,0,0,0,0,1,0,0,4,0,11,0,1127,1,1,1,0
18,1,0,0,3,0,0,0,0,0,0,0,1,3.5305,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1954,1,1,1,0
40,1,1,0,4,0,0,0,0,0,6,0,0,4.3464,0,17,0,12,0,1,1,0,0,0,1,1,1,0,1,4,0,3,0,29,0,0,1,1
53,4,0,0,4,0,0,0,0,0,6,0,1,4.386,3,7,0,12,0,1,4,0,0,0,1,1,0,0,0,0,1,7,1,61,1,1,0,1
35,2,0,0,4,0,0,0,0,0,0,0,1,3.7043,1,6,0,12,0,0,0,0,0,0,0,1,0,0,0,7,0,14,0,3984,1,1,1,0
121,5,1,0,4,0,1,5,0,4,32,0,1,4.8952,4,17,0,12,52,1,3,0,0,1,1,1,1,0,0,4,0,2,0,64,1,0,1,1
99,4,0,0,5,1,1,1,18,0,20,0,0,5.0195,3,7,0,48,10,1,3,6,0,0,1,1,0,0,1,5,0,2,1,61,0,0,1,1
19,1,0,0,3,0,0,0,0,0,0,0,1,3.5369,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,2124,1,1,1,0
152,3,4,1,5,0,1,4,3,3,48,0,0,5.1833,2,10,0,78,39,1,3,1,0,0,1,1,1,1,1,5,0,1,1,72,0,0,1,1
121,3,5,1,5,0,0,0,0,0,17,0,0,4.943,2,17,1,79,0,1,3,0,0,0,1,1,1,0,0,4,0,8,1,7,0,0,1,1
106,4,1,2,5,0,0,0,0,0,14,0,0,4.8817,3,8,1,63,0,1,4,0,0,0,1,0,1,0,0,5,0,6,0,68,0,0,1,1
42,2,0,0,5,0,0,0,0,0,0,0,1,3.9371,1,7,0,18,0,0,0,0,0,0,0,1,1,0,0,20,0,9,0,630,1,1,1,0
22,1,0,0,3,0,0,0,0,0,0,0,1,3.7888,0,5,0,5,0,0,0,0,0,0,0,1,0,0,0,7,0,13,0,3864,1,1,1,0
23,1,0,0,3,0,0,0,0,0,0,0,1,3.8492,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,19,0,11,0,1292,1,1,1,0
148,4,1,1,5,0,1,1,0,0,31,0,0,5.1447,3,21,0,84,10,1,2,0,0,0,1,0,1,0,1,1,0,8,0,89,0,0,1,1
91,3,2,2,5,0,1,1,15,0,29,1,1,5.0087,0,10,0,58,11,1,1,5,1,0,1,1,1,0,1,2,0,5,0,32,1,1,1,1
16,1,0,0,3,0,0,0,0,0,0,0,1,3.3278,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,10,0,15,0,1683,1,1,1,0
88,4,1,0,4,0,1,2,0,1,16,0,0,4.8025,3,21,1,13,24,1,3,0,0,0,1,1,0,0,0,2,1,7,1,31,0,0,1,1
25,2,0,0,3,0,0,0,0,0,0,0,1,3.8635,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,1511,1,1,1,0
16,1,0,0,3,0,0,0,0,0,0,0,1,3.3278,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,1072,1,1,1,0
28,1,0,0,3,0,1,1,0,0,4,0,1,4.0836,0,7,0,1,8,0,0,0,0,0,0,0,1,0,0,9,0,4,0,4936,1,1,1,0
57,4,0,0,4,1,0,0,0,0,6,0,1,4.4713,3,10,0,12,0,1,4,0,0,0,1,1,1,1,1,0,1,2,1,68,1,0,1,1
27,1,0,0,3,0,0,0,0,0,0,0,1,4.0043,0,9,0,6,0,0,0,0,0,0,0,1,1,0,0,17,0,10,0,3054,1,1,1,0
40,2,0,0,5,0,0,0,0,0,0,0,1,3.8037,1,5,0,18,0,0,0,0,0,0,0,1,0,0,0,3,0,14,0,4600,1,1,1,0
89,1,2,4,5,0,0,0,0,0,15,0,1,4.933,0,9,0,68,0,1,1,0,1,0,1,1,1,0,0,5,1,8,1,65,1,1,1,1
23,1,0,0,3,0,0,0,0,0,0,0,1,3.5884,0,6,0,5,0,0,0,0,0,0,0,1,0,0,0,12,0,4,0,3971,1,1,1,0
42,2,0,0,5,0,0,0,0,0,0,0,1,4.2588,1,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,2457,1,1,1,0
42,2,0,0,5,0,0,0,0,0,0,0,1,4.0979,1,10,0,15,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,1303,1,1,1,0
151,4,1,3,5,0,1,3,0,2,37,0,1,5.1361,3,20,0,65,31,1,3,0,0,0,1,1,1,1,1,2,0,7,0,58,1,0,1,1
40,1,0,0,4,0,1,1,0,0,4,0,1,4.4219,0,9,0,11,8,0,0,0,0,0,0,0,0,0,0,15,0,4,0,2448,1,1,1,0
24,1,0,0,3,0,0,0,0,0,0,0,1,3.6368,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,4815,1,1,1,0
